LTC_AutoNCP_4_lr0.0001_batch10_noise0.1_length24,0.479248046875,0.4828774929046631,0.5094406008720398,0.5016729831695557,0.4965129494667053,0.4931248128414154,0.4909180700778961,0.48949190974235535,0.48856931924819946,0.4879598021507263,0.4875396192073822,0.4872290790081024,0.4869787395000458,0.48676031827926636,0.4865572154521942,0.48636090755462646,0.4861670732498169,0.48597288131713867,0.4857768416404724,0.4855784475803375,0.4853765666484833,0.4851706326007843,0.48495927453041077,0.4847424328327179,0.48451828956604004,0.48428627848625183,0.4840448498725891
LTC_RandomSparsity75_4_lr0.0001_batch10_noise0.1_length24,0.3998568058013916,0.402849406003952,0.5722562670707703,0.5638798475265503,0.5556743741035461,0.547626256942749,0.5397384762763977,0.5320157408714294,0.5244584679603577,0.5170693397521973,0.5098466873168945,0.5027821063995361,0.49587535858154297,0.489104300737381,0.48246246576309204,0.47592639923095703,0.4694827198982239,0.46310797333717346,0.4567846953868866,0.45049992203712463,0.44424185156822205,0.43800732493400574,0.4318005442619324,0.4256288707256317,0.4195041060447693,0.4134449064731598,0.4074665904045105
LTC_FullyConnected_4_lr0.0001_batch10_noise0.1_length24,0.4316965639591217,0.4351443350315094,1.239464282989502,1.1950899362564087,1.1522539854049683,1.1108229160308838,1.0706504583358765,1.0315744876861572,0.9933392405509949,0.9556671977043152,0.9181704521179199,0.8802912831306458,0.8411511778831482,0.7991881370544434,0.7516116499900818,0.693168044090271,0.6158994436264038,0.5378499031066895,0.49781525135040283,0.4797901213169098,0.46879422664642334,0.4609173834323883,0.4547951817512512,0.4497810900211334,0.44549834728240967,0.4417027235031128,0.4382220208644867
LTC_AutoNCP_8_lr0.0001_batch10_noise0.1_length24,0.23116883635520935,0.2336166650056839,0.4958735704421997,0.4818893373012543,0.47226279973983765,0.4646584689617157,0.4576093256473541,0.45055317878723145,0.4431745707988739,0.4350675940513611,0.4259718954563141,0.415863960981369,0.4052363336086273,0.39406102895736694,0.38234612345695496,0.37024667859077454,0.3579312264919281,0.3455246388912201,0.33313295245170593,0.3208247721195221,0.3086572587490082,0.2966596782207489,0.2848587930202484,0.2732711732387543,0.26190653443336487,0.25078248977661133,0.2399033159017563
LTC_RandomSparsity75_8_lr0.0001_batch10_noise0.1_length24,0.48410338163375854,0.4877268373966217,0.5228203535079956,0.5151695013046265,0.5092074871063232,0.504585862159729,0.5010228753089905,0.49828851222991943,0.49620434641838074,0.49462029337882996,0.49341878294944763,0.49250781536102295,0.49181491136550903,0.4912824034690857,0.49086517095565796,0.49053308367729187,0.490261435508728,0.49003297090530396,0.4898366332054138,0.48966410756111145,0.4895091950893402,0.48936888575553894,0.48923999071121216,0.4891201853752136,0.48900869488716125,0.4889037311077118,0.48880425095558167
LTC_FullyConnected_8_lr0.0001_batch10_noise0.1_length24,0.07550250738859177,0.07801704108715057,0.4706439971923828,0.46508291363716125,0.45871400833129883,0.4497515559196472,0.43692871928215027,0.4210684597492218,0.4038863182067871,0.386466920375824,0.3694379925727844,0.3530772924423218,0.33748576045036316,0.32263293862342834,0.3083062469959259,0.2940754294395447,0.2793002724647522,0.2624949812889099,0.24206605553627014,0.21762488782405853,0.19104830920696259,0.1653519719839096,0.142482191324234,0.1230311244726181,0.10684365779161453,0.09342233836650848,0.08233499526977539
LTC_AutoNCP_16_lr0.0001_batch10_noise0.1_length24,0.23845545947551727,0.2415768951177597,0.5066275000572205,0.4936414361000061,0.4867994785308838,0.4829539954662323,0.4805227220058441,0.4786481261253357,0.4768471419811249,0.47480911016464233,0.47230297327041626,0.4691084921360016,0.4649719297885895,0.4595925509929657,0.45281052589416504,0.44466185569763184,0.4348992705345154,0.42334291338920593,0.40970301628112793,0.39358898997306824,0.3747994601726532,0.3533506393432617,0.32999297976493835,0.3065715730190277,0.2850288450717926,0.26630914211273193,0.2502674460411072
LTC_RandomSparsity75_16_lr0.0001_batch10_noise0.1_length24,0.33600422739982605,0.3388347625732422,0.5126505494117737,0.5049363970756531,0.4995094835758209,0.4957062900066376,0.4929882884025574,0.4907693564891815,0.48703253269195557,0.48366686701774597,0.48019111156463623,0.4758739173412323,0.4709022045135498,0.46553272008895874,0.4597724676132202,0.4539091885089874,0.4480346441268921,0.4435789883136749,0.43690598011016846,0.42986860871315,0.4222594201564789,0.413812518119812,0.4041496217250824,0.39267024397850037,0.37888219952583313,0.36334460973739624,0.34794342517852783
LTC_FullyConnected_16_lr0.0001_batch10_noise0.1_length24,0.2595919966697693,0.2634977102279663,0.964946448802948,0.8670654296875,0.7665022015571594,0.6735952496528625,0.5977604389190674,0.5416164398193359,0.5038526654243469,0.4805624485015869,0.466887891292572,0.45856747031211853,0.452644020318985,0.44733482599258423,0.44158700108528137,0.43455323576927185,0.42516788840293884,0.41226959228515625,0.3955076038837433,0.3757632374763489,0.3550676703453064,0.3364618122577667,0.3212375044822693,0.3080986440181732,0.29571759700775146,0.28343838453292847,0.2709626853466034
LTC_AutoNCP_32_lr0.0001_batch10_noise0.1_length24,0.11784134060144424,0.12038767337799072,0.5228543877601624,0.5047429800033569,0.48935556411743164,0.4748728275299072,0.4604492485523224,0.44538161158561707,0.4292098581790924,0.41182008385658264,0.39334478974342346,0.3741062879562378,0.3547179400920868,0.33581674098968506,0.3174457252025604,0.29966115951538086,0.2825627028942108,0.2662072479724884,0.2505997121334076,0.23502282798290253,0.2182537466287613,0.20020921528339386,0.18289589881896973,0.16690944135189056,0.15226463973522186,0.13886906206607819,0.12657445669174194
