label,test_loss,val_loss,epoch_1_loss,epoch_2_loss,epoch_3_loss,epoch_4_loss,epoch_5_loss,epoch_6_loss,epoch_7_loss,epoch_8_loss,epoch_9_loss,epoch_10_loss,epoch_11_loss,epoch_12_loss,epoch_13_loss,epoch_14_loss,epoch_15_loss,epoch_16_loss,epoch_17_loss,epoch_18_loss,epoch_19_loss,epoch_20_loss,epoch_21_loss,epoch_22_loss,epoch_23_loss,epoch_24_loss,epoch_25_loss
LTC_RandomSparsity75_32_lr0.0001_batch10_noise0_length24,0.017257625237107277,0.01725761964917183,0.5799403190612793,0.5421242713928223,0.5152060389518738,0.49343132972717285,0.47468721866607666,0.457278847694397,0.4391062259674072,0.4175318479537964,0.3926819860935211,0.371237576007843,0.35322290658950806,0.335455060005188,0.3153013586997986,0.2875000834465027,0.2454458773136139,0.2038125991821289,0.16637936234474182,0.13252493739128113,0.10338331758975983,0.0795530453324318,0.06052316352725029,0.04557839781045914,0.03397653251886368,0.025404972955584526,0.019557975232601166
LTC_FullyConnected_32_lr0.0001_batch10_noise0_length24,0.035522665828466415,0.03552265465259552,0.5224792957305908,0.49010148644447327,0.4786280393600464,0.474168598651886,0.4713110625743866,0.46863609552383423,0.4656985104084015,0.46212852001190186,0.45763182640075684,0.4520055949687958,0.4443586766719818,0.432365357875824,0.41202521324157715,0.38132429122924805,0.34772244095802307,0.31881970167160034,0.2946203351020813,0.2728697955608368,0.24894928932189941,0.21452973783016205,0.17021246254444122,0.12603071331977844,0.08984051644802094,0.06272926181554794,0.04319366067647934
LTC_AutoNCP_64_lr0.0001_batch10_noise0_length24,0.04506242275238037,0.04506240040063858,0.7342023849487305,0.6320561766624451,0.5493636727333069,0.48978400230407715,0.4512987434864044,0.42689499258995056,0.40961575508117676,0.39503026008605957,0.38099196553230286,0.36634933948516846,0.35030922293663025,0.3321400582790375,0.3109808564186096,0.28626227378845215,0.2592296600341797,0.2315826416015625,0.20429900288581848,0.17799876630306244,0.15297037363052368,0.12998588383197784,0.10948490351438522,0.09144166111946106,0.07568807154893875,0.062041472643613815,0.05035583674907684
LTC_RandomSparsity75_64_lr0.0001_batch10_noise0_length24,0.002600110601633787,0.0026001096703112125,0.4312742352485657,0.4112589359283447,0.3862501084804535,0.35819193720817566,0.32940685749053955,0.30040431022644043,0.2711941599845886,0.23814867436885834,0.18961694836616516,0.14403000473976135,0.10922973603010178,0.08502685278654099,0.06833744794130325,0.055683206766843796,0.045277196913957596,0.03634720668196678,0.028567757457494736,0.02191360667347908,0.016538143157958984,0.012427585199475288,0.009329743683338165,0.007006685249507427,0.005265486892312765,0.003962683025747538,0.0029978957027196884
LTC_FullyConnected_64_lr0.0001_batch10_noise0_length24,0.007570239715278149,0.00757024297490716,0.5336278676986694,0.4903363287448883,0.473005473613739,0.46686598658561707,0.4638226628303528,0.46095889806747437,0.45737358927726746,0.4519934356212616,0.44211921095848083,0.4221874177455902,0.38285505771636963,0.3278180658817291,0.2622639536857605,0.1871628612279892,0.11338862031698227,0.06389064341783524,0.04176219925284386,0.03026680089533329,0.023467717692255974,0.019070032984018326,0.01595521904528141,0.013532190583646297,0.011519083753228188,0.009791352786123753,0.008277392946183681
LTC_AutoNCP_4_lr0.0005_batch10_noise0_length24,0.0023805289529263973,0.002380531281232834,0.47863778471946716,0.4750257134437561,0.46581608057022095,0.4271087944507599,0.315572053194046,0.1660235971212387,0.07387153059244156,0.036951616406440735,0.021668216213583946,0.014031625352799892,0.009759136475622654,0.007260272279381752,0.00575523916631937,0.004832821432501078,0.004261018708348274,0.0038905651308596134,0.0036293542943894863,0.0034258777741342783,0.003253582399338484,0.003097504610195756,0.0029530248139053583,0.002815719461068511,0.002685237443074584,0.002560411812737584,0.0024399517569690943
LTC_RandomSparsity75_4_lr0.0005_batch10_noise0_length24,0.22978521883487701,0.22978520393371582,0.5944136381149292,0.5598440170288086,0.5270089507102966,0.4804338216781616,0.4213838279247284,0.37068480253219604,0.3300708830356598,0.29870113730430603,0.27845317125320435,0.26894694566726685,0.2622303068637848,0.2570566236972809,0.252928763628006,0.24953719973564148,0.2466626912355423,0.24415145814418793,0.2419022172689438,0.23985643684864044,0.23799017071723938,0.23630408942699432,0.23482176661491394,0.23355399072170258,0.23247620463371277,0.23150630295276642,0.23042991757392883
LTC_FullyConnected_4_lr0.0005_batch10_noise0_length24,0.08992103487253189,0.0899210199713707,0.7481679916381836,0.6017956137657166,0.519465982913971,0.4763975441455841,0.4438215494155884,0.41436296701431274,0.38669243454933167,0.36087995767593384,0.3371049761772156,0.31674695014953613,0.2999785244464874,0.28541380167007446,0.26924145221710205,0.24264377355575562,0.21205884218215942,0.1811951845884323,0.15877628326416016,0.14109334349632263,0.16403599083423615,0.14112643897533417,0.1212245300412178,0.1143694818019867,0.10773442685604095,0.10078401863574982,0.09347381442785263
LTC_AutoNCP_8_lr0.0005_batch10_noise0_length24,0.004128750879317522,0.004128751810640097,0.47741416096687317,0.47112417221069336,0.46568989753723145,0.45778387784957886,0.44482043385505676,0.37920111417770386,0.3159238398075104,0.27691248059272766,0.2545309364795685,0.22032620012760162,0.1322859227657318,0.0517236664891243,0.020431434735655785,0.01080562174320221,0.007619428914040327,0.006320505402982235,0.005610256921499968,0.005203849636018276,0.004938387777656317,0.004758037626743317,0.004606112837791443,0.004486664664000273,0.004371071234345436,0.0042744711972773075,0.0041750697419047356
LTC_RandomSparsity75_8_lr0.0005_batch10_noise0_length24,0.44253015518188477,0.4425301253795624,0.5417686700820923,0.5188578367233276,0.5023461580276489,0.49040743708610535,0.48293909430503845,0.47777608036994934,0.47284021973609924,0.4673140048980713,0.4616266191005707,0.456807404756546,0.4534516930580139,0.4513772130012512,0.45012152194976807,0.4493142366409302,0.4487142860889435,0.4481807053089142,0.44764444231987,0.4470783770084381,0.4464793801307678,0.4458553194999695,0.4452192485332489,0.44458532333374023,0.4439660608768463,0.4433712065219879,0.44280627369880676
LTC_FullyConnected_8_lr0.0005_batch10_noise0_length24,0.0014336301246657968,0.0014336291933432221,0.6242214441299438,0.48534029722213745,0.43321695923805237,0.3989005982875824,0.3615362346172333,0.32283416390419006,0.2883169949054718,0.259779155254364,0.2333785742521286,0.1927613615989685,0.12490826100111008,0.06619354337453842,0.03940672054886818,0.023013964295387268,0.01394538301974535,0.008682885207235813,0.0061283232644200325,0.004834353923797607,0.00402817502617836,0.0034271704498678446,0.0029359632171690464,0.0025155965704470873,0.0021496210247278214,0.0018315301276743412,0.0015581009211018682
LTC_AutoNCP_16_lr0.0005_batch10_noise0_length24,0.00014319045294541866,0.00014319097681436688,0.44517603516578674,0.3729100823402405,0.3040607273578644,0.23304137587547302,0.16527366638183594,0.103484146296978,0.058579664677381516,0.021510545164346695,0.005979704204946756,0.003122927388176322,0.002109426073729992,0.0016322326846420765,0.0013329643988981843,0.0011106791207566857,0.0009317417861893773,0.0007825588691048324,0.000656237592920661,0.0005487060989253223,0.0004573664045892656,0.0003803760919254273,0.00031617781496606767,0.0002632300020195544,0.00021992839174345136,0.00018466035544406623,0.00015591469127684832
LTC_RandomSparsity75_16_lr0.0005_batch10_noise0_length24,0.009781844913959503,0.009781845845282078,0.6207537055015564,0.5138007402420044,0.4764088988304138,0.45539590716362,0.43469566106796265,0.4093053340911865,0.3799607753753662,0.34941962361335754,0.3215804994106293,0.29662513732910156,0.27385133504867554,0.2512476146221161,0.22715599834918976,0.20945006608963013,0.19728566706180573,0.18636707961559296,0.16014590859413147,0.11464428156614304,0.058769069612026215,0.02770574577152729,0.02149013988673687,0.018777212128043175,0.016582131385803223,0.014727351255714893,0.011940659023821354
LTC_FullyConnected_16_lr0.0005_batch10_noise0_length24,1.1690964129229542e-05,1.1690985047607683e-05,0.4704591631889343,0.4350672960281372,0.35709092020988464,0.20453809201717377,0.10401993989944458,0.029649758711457253,0.002496521919965744,0.0006990745896473527,0.00033458281541243196,0.00020482898980844766,0.0001505416294094175,0.00011986648314632475,9.827339090406895e-05,8.079392864601687e-05,6.544229108840227e-05,5.148884520167485e-05,3.975120489485562e-05,3.1390336516778916e-05,2.583487002993934e-05,2.2062316929805093e-05,1.932990926434286e-05,1.7190914149978198e-05,1.5396324670291506e-05,1.3814605154038873e-05,1.2379282452457119e-05
LTC_AutoNCP_32_lr0.0005_batch10_noise0_length24,9.456725092604756e-05,9.456761472392827e-05,0.4132847487926483,0.2905964255332947,0.156479150056839,0.04510180652141571,0.011309693567454815,0.005988660734146833,0.004437454044818878,0.0036264543887227774,0.0030210495460778475,0.002512149978429079,0.0020940874237567186,0.0017483175033703446,0.001448885421268642,0.0011849487200379372,0.0009573280112817883,0.0007657413952983916,0.0006080594612285495,0.00048146769404411316,0.00038227657205425203,0.0003058344591408968,0.000246827257797122,0.00020046932331752032,0.00016299932030960917,0.00013202210539020598,0.00010616626241244376
LTC_RandomSparsity75_32_lr0.0005_batch10_noise0_length24,4.182158227195032e-05,4.182183329248801e-05,0.507413387298584,0.34906598925590515,0.18808414041996002,0.051480572670698166,0.01545136421918869,0.007700974587351084,0.004685645457357168,0.0029590276535600424,0.0019063728395849466,0.0012325630523264408,0.000787307508289814,0.0004874714359175414,0.00030952744418755174,0.00021875501261092722,0.00016794637485872954,0.00013488710101228207,0.00011188079952262342,9.531110117677599e-05,8.296326268464327e-05,7.339855073951185e-05,6.567678065039217e-05,5.918171154917218e-05,5.418363798526116e-05,4.851558696827851e-05,4.463476943783462e-05
LTC_FullyConnected_32_lr0.0005_batch10_noise0_length24,3.171553180436604e-05,3.171565185766667e-05,0.4629284739494324,0.3678501844406128,0.20289047062397003,0.0448586530983448,0.002489865757524967,0.0009223699453286827,0.0005032012122683227,0.00029822104261256754,0.00022311870998237282,0.00016552541637793183,0.00012162639177404344,0.0001324417389696464,8.631791570223868e-05,7.516617915825918e-05,0.00010056105384137481,6.073566328268498e-05,5.5199208873091266e-05,7.965872646309435e-05,4.752825407194905e-05,4.397497832542285e-05,6.464585749199614e-05,3.9921767893247306e-05,3.629086495493539e-05,3.4159871574956924e-05,6.623431545449421e-05
LTC_AutoNCP_64_lr0.0005_batch10_noise0_length24,2.1605676010949537e-05,2.1605705114779994e-05,0.4323713779449463,0.2805216312408447,0.11257121711969376,0.021359926089644432,0.005075974855571985,0.003181657986715436,0.0022410484962165356,0.001589038292877376,0.0011294144205749035,0.0007849460816942155,0.0005248271627351642,0.0003395873063709587,0.00021913483215030283,0.00014611217193305492,0.00010355319682275876,7.906292012194172e-05,6.451954686781392e-05,5.5085703934310004e-05,4.81535134895239e-05,4.2446226871106774e-05,3.741289765457623e-05,3.289142841822468e-05,2.8910531909787096e-05,2.5544315576553345e-05,2.2803096726420335e-05
LTC_RandomSparsity75_64_lr0.0005_batch10_noise0_length24,3.782856538236956e-06,3.782807652896736e-06,0.4553147554397583,0.25699442625045776,0.12302940338850021,0.04216993600130081,0.017179278656840324,0.009496049024164677,0.004843780770897865,0.0021407671738415956,0.0009736617212183774,0.0005195742705836892,0.0003471739764790982,0.0002578520798124373,0.0001902068470371887,0.00012890573998447508,8.017641812330112e-05,5.2122992201475427e-05,3.864091559080407e-05,3.055284469155595e-05,2.4196813683374785e-05,1.8964892660733312e-05,1.5221811736410018e-05,1.1898553566425107e-05,8.696821168996394e-06,7.569168246845948e-06,4.534999334282475e-06
LTC_FullyConnected_64_lr0.0005_batch10_noise0_length24,3.657282150015817e-06,3.6571807413565693e-06,0.5203105807304382,0.4651334583759308,0.45296573638916016,0.37147074937820435,0.250626802444458,0.15279142558574677,0.02587641216814518,0.005147588439285755,0.0018254180904477835,0.0006887527415528893,0.00028919210308231413,0.0001385186187690124,7.451962301274762e-05,4.451808490557596e-05,3.449387077125721e-05,2.0812078219023533e-05,1.543322650832124e-05,1.7324458895018324e-05,1.2513040928752162e-05,7.872681635490153e-06,6.599655080208322e-06,1.505492127762409e-05,5.430130386230303e-06,4.347060439613415e-06,3.869915872201091e-06
LTC_AutoNCP_4_lr0.001_batch10_noise0_length24,0.3860887587070465,0.38608866930007935,0.47632768750190735,0.43967509269714355,0.4038238227367401,0.39215368032455444,0.3891504108905792,0.38800671696662903,0.38733822107315063,0.38683784008026123,0.386539101600647,0.3863852918148041,0.3862973153591156,0.3862430453300476,0.3862069249153137,0.38618144392967224,0.3861624598503113,0.38614848256111145,0.38613641262054443,0.38612785935401917,0.38611921668052673,0.38611358404159546,0.3861071467399597,0.38610342144966125,0.3860976994037628,0.38609471917152405,0.3860917091369629
LTC_RandomSparsity75_4_lr0.001_batch10_noise0_length24,0.3879198133945465,0.38791996240615845,0.5692564249038696,0.5157473087310791,0.49122992157936096,0.4800027012825012,0.46841487288475037,0.4500153362751007,0.42612361907958984,0.4078250527381897,0.39882275462150574,0.39593666791915894,0.3922792375087738,0.3925185799598694,0.39071226119995117,0.39015474915504456,0.38975462317466736,0.3894258141517639,0.3891696333885193,0.3889588415622711,0.38875073194503784,0.3886255621910095,0.3885065019130707,0.38823559880256653,0.3878954350948334,0.3880065977573395,0.3879188597202301
LTC_FullyConnected_4_lr0.001_batch10_noise0_length24,0.2599043548107147,0.25990432500839233,0.9872761368751526,0.4700014889240265,0.42085421085357666,0.41122955083847046,0.40251991152763367,0.39001569151878357,0.36747443675994873,0.3358530104160309,0.3193245232105255,0.3039321005344391,0.2846115827560425,0.27756884694099426,0.27227282524108887,0.26971569657325745,0.2675866484642029,0.2658272981643677,0.26439428329467773,0.26325780153274536,0.2623857855796814,0.26172035932540894,0.26120254397392273,0.26079681515693665,0.26047417521476746,0.26021283864974976,0.25999921560287476
LTC_AutoNCP_8_lr0.001_batch10_noise0_length24,0.00036026278394274414,0.0003602641518227756,0.49089786410331726,0.4345405697822571,0.2921532392501831,0.18089741468429565,0.04287799820303917,0.007060008589178324,0.00368319358676672,0.002460590098053217,0.0018570810789242387,0.00149059877730906,0.0012443250743672252,0.0010680219857022166,0.0009353752830065787,0.0008315421873703599,0.0007479708292521536,0.0006796263041906059,0.0006232420564629138,0.0005762746441178024,0.0005364875541999936,0.0005019697709940374,0.00047125635319389403,0.0004433476133272052,0.00041761042666621506,0.0003936499124392867,0.0003712006437126547
LTC_RandomSparsity75_8_lr0.001_batch10_noise0_length24,0.2747623324394226,0.2747623324394226,0.7154630422592163,0.5190052390098572,0.4589288830757141,0.44041144847869873,0.4320054352283478,0.4266302287578583,0.4219909906387329,0.4173036813735962,0.412119597196579,0.4076460897922516,0.40449216961860657,0.4019084572792053,0.3995252549648285,0.3972708582878113,0.39506134390830994,0.39251142740249634,0.3865613043308258,0.37166309356689453,0.35121166706085205,0.3296416997909546,0.31116610765457153,0.2972593307495117,0.28755712509155273,0.2810419499874115,0.2765744924545288
LTC_FullyConnected_8_lr0.001_batch10_noise0_length24,4.2458832467673346e-05,4.245830132276751e-05,0.5190521478652954,0.3951834738254547,0.27645713090896606,0.1509435474872589,0.03958247974514961,0.010606289841234684,0.004022255074232817,0.0021544659975916147,0.0014342938084155321,0.0010784080950543284,0.0008555197273381054,0.0006875806138850749,0.0005509838229045272,0.00043874926632270217,0.0003476667043287307,0.00027496859547682106,0.00021776602079626173,0.00017318509344477206,0.00013860920444130898,0.00011183269089087844,9.109790698857978e-05,7.504408131353557e-05,6.262237729970366e-05,5.331163993105292e-05,4.5875658543081954e-05
LTC_AutoNCP_16_lr0.001_batch10_noise0_length24,4.2179493902949616e-05,4.217946116114035e-05,0.4626452922821045,0.2225160151720047,0.02818118780851364,0.003599281422793865,0.002481818664819002,0.001679986366070807,0.0011289226822555065,0.0007850629044696689,0.0005706712836399674,0.0004297034756746143,0.00033490516943857074,0.0002695864241104573,0.0002228530211141333,0.0001878601760836318,0.00016051683633122593,0.00013868793030269444,0.0001208418543683365,0.0001057681001839228,9.286683052778244e-05,8.171496301656589e-05,7.202082633739337e-05,6.35864125797525e-05,5.6273409427376464e-05,4.99783709528856e-05,4.461095159058459e-05
LTC_RandomSparsity75_16_lr0.001_batch10_noise0_length24,7.757926505291834e-05,7.757931598462164e-05,0.5077103972434998,0.43912628293037415,0.37012648582458496,0.2978232800960541,0.2546836733818054,0.2321426272392273,0.2119380384683609,0.16802528500556946,0.0657096654176712,0.025315329432487488,0.011933824978768826,0.006622232496738434,0.004381617996841669,0.002967050764709711,0.0018851211061701179,0.0011370574356988072,0.0006734122289344668,0.00041235005483031273,0.0002647777437232435,0.0001896411122288555,0.00014443638792727143,0.00011861274106195197,0.00010379894956713542,9.245982801076025e-05,8.177855488611385e-05
LTC_FullyConnected_16_lr0.001_batch10_noise0_length24,5.018115189159289e-06,5.017989678890444e-06,0.43629884719848633,0.2669929563999176,0.13319441676139832,0.023140886798501015,0.0024438537657260895,0.0005959912086836994,0.00023609188792761415,0.00011060754331992939,6.320952525129542e-05,4.453387009561993e-05,3.5839806514559314e-05,3.0590512324124575e-05,2.668009983608499e-05,2.342880907235667e-05,2.0601120922947302e-05,1.8102527974406257e-05,1.588534541951958e-05,1.3918853255745489e-05,1.2178709766885731e-05,1.064339085132815e-05,9.293051334680058e-06,8.108712790999562e-06,7.07288745616097e-06,6.168871095724171e-06,5.381177743402077e-06
LTC_AutoNCP_32_lr0.001_batch10_noise0_length24,1.3402306649368256e-05,1.3402287549979519e-05,0.3839588165283203,0.2244148552417755,0.07197422534227371,0.007249254267662764,0.0020868415012955666,0.0008238447480835021,0.0003732780460268259,0.00020001093798782676,0.00012808441533707082,9.389008482685313e-05,7.509371789637953e-05,6.340749678201973e-05,5.5253021855605766e-05,4.8914571380009875e-05,4.35651236330159e-05,3.882924283971079e-05,3.4570552088553086e-05,3.076544453506358e-05,2.7410105758463033e-05,2.447986844344996e-05,2.1923629901721142e-05,1.9676272131619044e-05,1.767315734468866e-05,1.5860525309108198e-05,1.4199809811543673e-05
LTC_RandomSparsity75_32_lr0.001_batch10_noise0_length24,4.403296316013439e-06,4.403302227729e-06,0.4267442226409912,0.23600636422634125,0.052301257848739624,0.0031819960568100214,0.0009905851911753416,0.0005031008622609079,0.00031856223358772695,0.00022510267444886267,0.0001661691494518891,0.00012377704842947423,9.199804480886087e-05,6.801897689001635e-05,5.00228998134844e-05,3.682669557747431e-05,2.733680412347894e-05,2.058650534308981e-05,1.5811414414201863e-05,1.2442575098248199e-05,1.0063131412607618e-05,8.37054722069297e-06,7.148885288188467e-06,6.24657832304365e-06,7.4428289735806175e-06,5.099165264255134e-06,4.597095994540723e-06
LTC_FullyConnected_32_lr0.001_batch10_noise0_length24,4.1941671042877715e-06,4.194116172584472e-06,0.42133083939552307,0.18231236934661865,0.030804157257080078,0.0021488701459020376,0.0006291536265052855,0.0001754582190187648,5.9511516155907884e-05,2.9492683097487316e-05,2.010972093557939e-05,1.4040533642400987e-05,1.3222599591244943e-05,9.679493814473972e-06,7.766307135170791e-06,1.0309612662240397e-05,5.526667791855289e-06,4.5720503294433e-06,8.624401743873022e-06,4.029806405014824e-06,2.69647625827929e-06,2.273665586471907e-06,8.661451829539146e-06,1.8017451566265663e-06,1.3931784224041621e-06,1.1988402093265904e-06,9.98799987428356e-06
LTC_AutoNCP_64_lr0.001_batch10_noise0_length24,3.3619780879234895e-06,3.361867584317224e-06,0.33560067415237427,0.059826768934726715,0.002370791509747505,0.0009934050031006336,0.00036645695217885077,0.00013360501907300204,6.595008744625375e-05,4.7377001465065405e-05,3.982903217547573e-05,3.453496901784092e-05,2.996147122757975e-05,2.5866811483865604e-05,2.2201573301572353e-05,1.8944552721222863e-05,1.6078827684395947e-05,1.3585539818450343e-05,1.1447095857874956e-05,9.638081792218145e-06,8.12301459518494e-06,6.8699764597113244e-06,5.849922217748826e-06,5.035851700085914e-06,4.400390025693923e-06,3.911502517439658e-06,3.530053390932153e-06
LTC_RandomSparsity75_64_lr0.001_batch10_noise0_length24,4.746596005134052e-06,4.7465846364502795e-06,0.4249348044395447,0.1796141117811203,0.032528895884752274,0.004430506844073534,0.0015611238777637482,0.0008183455211110413,0.0004776313726324588,0.00026477742358110845,0.00014075030048843473,7.737543637631461e-05,4.612471821019426e-05,2.9823168006259948e-05,2.072411916742567e-05,1.5429541235789657e-05,1.2269596481928602e-05,1.0318964996258728e-05,9.046728337125387e-06,8.153056114679202e-06,7.472863217117265e-06,6.917059181432705e-06,6.438007858378114e-06,6.009983280819142e-06,5.618225259240717e-06,5.254360530670965e-06,4.913140401185956e-06
LTC_FullyConnected_64_lr0.001_batch10_noise0_length24,2.406316355063609e-07,2.406528665233054e-07,0.4772150218486786,0.3076860010623932,0.05750460922718048,0.0037062503397464752,0.0012499664444476366,0.00039374487823806703,0.00012932793470099568,4.4985354179516435e-05,3.42110542987939e-05,1.0330604709452018e-05,2.4628983737784438e-05,5.187964234210085e-06,2.407840838714037e-06,1.917175904964097e-05,1.1930365872103721e-05,1.021780462906463e-06,8.105258757495903e-07,2.6308325686841272e-05,2.8829392704210477e-06,5.341954079085554e-07,4.459517128907464e-07,2.941909224318806e-05,8.143241529978695e-07,3.1364396591015975e-07,2.6268969577358803e-07
LTC_AutoNCP_4_lr0.005_batch10_noise0_length24,0.0013948306441307068,0.0013948307605460286,0.47251570224761963,0.40459126234054565,0.16623038053512573,0.055525172501802444,0.02991669438779354,0.01627333275973797,0.009977418929338455,0.006686641834676266,0.004901933949440718,0.004049614537507296,0.003423006273806095,0.0028007233049720526,0.0028693669009953737,0.0023264619521796703,0.0026034037582576275,0.0020621081348508596,0.0024193204008042812,0.0018783850828185678,0.0022883655037730932,0.0017927367007359862,0.0016445654910057783,0.002127809915691614,0.0015275860205292702,0.001649573678150773,0.001841088873334229
